ID,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time
4628,16,86.0,2486.0,0.15,38.8,95,26.3,65,6,16.1,4.7,11.0,90,1
9963,15,21.0,1169.0,-1.99,24.3,96,22.7,70,5,16.1,0.0,33.0,70,4
14201,16,34.0,1628.0,0.33,83.9,93,97.3,100,7,8.0,8.0,6.99999999999999,70,1
13941,16,90.0,2585.0,0.25,20.8,94,42.0,100,7,8.0,24.0,12.0,60,0
4362,16,97.0,2772.0,0.3,82.0,95,26.3,62,6,16.1,4.7,3.99999999999998,90,0
3362,16,73.0,2622.0,0.21,82.0,95,26.3,67,6,16.1,4.7,8.99999999999999,70,1
19202,19,91.0,2621.0,-0.13,21.6,94,89.0,83,7,6.4,4.8,0.999999999999988,90,0
1056,15,45.0,2357.0,-0.99,36.9,85,66.7,72,9,8.0,2.4,6.99999999999999,90,1
22693,19,105.0,2994.0,0.15,22.0,94,48.2,89,7,6.4,4.8,92.0,90,5
14011,16,68.0,2454.0,0.13,55.3,94,74.1,89,7,8.0,24.0,15.0,90,1
2932,16,79.0,2848.0,-0.26,33.7,95,26.3,65,6,16.1,1.3,17.0,90,3
8234,15,27.0,2254.0,0.24,33.7,98,47.5,76,7,16.1,0.0,67.0,70,1
18667,19,106.0,3032.0,0.0,82.0,91,93.3,85,7,6.4,0.0,15.0,80,0
11581,16,0.0,898.0,0.0,21.6,103,23.1,80,6,16.1,0.0,11.0,70,2
12730,15,86.0,2482.0,-0.13,16.9,92,23.1,101,7,8.0,0.0,8.99999999999999,70,0
4379,16,104.0,2980.0,0.25,82.0,95,26.3,62,6,16.1,4.7,3.99999999999998,80,0
17128,19,39.0,1896.0,-0.31,20.8,94,53.3,84,7,6.4,4.8,80.0,70,1
9869,15,17.0,1388.0,0.5,54.5,102,72.2,74,5,16.1,0.0,42.0,70,2
7153,14,6.0,894.0,-0.5,22.4,104,25.5,76,5,16.1,0.0,64.0,70,3
19870,19,104.0,2968.0,-0.43,18.0,91,24.7,89,7,5.6,9.6,8.99999999999999,80,1
15070,16,110.0,3141.0,-0.13,29.0,93,70.2,98,7,8.0,8.0,17.0,90,0
22483,15,85.0,3084.0,-0.36,29.8,93,69.8,88,18,3.2,0.0,56.0,90,3
13188,15,67.0,2447.0,-0.11,58.8,94,89.8,96,18,3.2,8.0,7.99999999999998,70,0
17368,19,91.0,2601.0,0.44,22.0,92,45.9,89,7,6.4,4.8,5.99999999999998,90,0
14562,16,49.0,2300.0,0.64,53.3,94,91.4,93,7,8.0,8.0,55.0,50,2
17526,19,67.0,2455.0,-0.72,16.5,94,21.6,88,7,6.4,4.8,186.0,60,7
15584,16,61.0,2190.0,0.23,16.5,91,22.0,93,7,8.0,24.0,15.0,90,4
12054,15,91.0,2596.0,0.0,85.5,94,92.2,94,18,3.2,0.0,1.99999999999998,70,0
22224,15,50.0,1809.0,-0.46,24.3,101,18.4,68,5,16.1,0.0,17.0,70,1
17341,19,100.0,2876.0,0.6,22.0,94,23.1,89,7,6.4,4.8,4.99999999999999,90,0
7245,14,32.0,1647.0,0.19,33.7,98,52.5,76,5,16.1,0.0,27.0,70,1
12288,15,94.0,2707.0,-0.79,32.2,91,78.4,94,18,3.2,0.0,15.0,70,1
17232,19,96.0,3479.0,-0.47,18.8,94,25.9,84,7,6.4,4.8,15.0,90,0
20030,19,96.0,2757.0,-0.5,17.6,94,24.7,83,7,5.6,9.6,2.99999999999999,90,0
20614,20,94.0,2700.0,-0.78,17.6,90,23.9,84,18,8.0,0.0,24.0,90,2
8414,15,63.0,2276.0,0.0,32.2,87,37.6,72,7,16.1,0.0,7.99999999999998,70,0
3891,16,79.0,2301.0,0.0,66.7,95,26.3,67,6,16.1,4.7,4.99999999999999,90,0
22711,15,111.0,3190.0,0.26,18.4,91,25.1,105,18,3.2,8.0,2.99999999999999,70,0
15054,16,104.0,2976.0,0.13,65.1,94,89.8,104,7,8.0,8.0,6.99999999999999,80,0
7594,15,11.0,1409.0,-0.36,31.8,98,45.9,76,5,16.1,0.0,25.0,70,1
21215,15,74.0,2678.0,0.22,16.9,91,21.2,104,18,3.2,8.0,80.0,70,5
16491,16,0.0,672.0,0.0,12.9,94,24.7,96,7,8.0,8.0,11.0,70,2
5260,16,0.999999999999997,906.0,-1.24,22.0,95,26.3,67,6,16.1,4.7,12.0,70,2
17483,19,70.0,2004.0,0.72,35.7,91,40.8,92,7,6.4,0.0,9.99999999999998,60,0
8064,15,36.0,1302.0,-0.51,22.0,96,19.6,72,7,16.1,0.0,17.0,70,0
5390,16,0.0,895.0,0.0,24.3,95,26.3,58,6,16.1,4.7,8.99999999999999,70,1
16828,19,82.0,2344.0,-0.24,85.1,94,93.3,85,7,5.6,9.6,18.0,90,0
6134,14,47.0,2432.0,-0.24,27.1,91,18.0,75,5,16.1,0.0,53.0,70,3
17140,19,49.0,2366.0,-0.23,83.1,94,92.5,78,7,6.4,4.8,246.0,70,11
14716,16,91.0,2618.0,-0.4,19.6,93,38.0,93,7,8.0,8.0,5.99999999999998,80,0
5641,14,80.0,2908.0,0.0,82.0,85,85.1,75,7,16.1,0.0,15.0,70,0
20371,20,102.0,2917.0,0.46,72.2,94,90.2,80,7,8.0,0.0,47.0,70,3
3558,16,0.0,1030.0,0.0,22.7,95,26.3,63,6,16.1,4.7,14.0,50,0
22038,15,74.0,2692.0,0.0,82.0,95,26.3,69,9,8.0,2.4,4.99999999999999,90,1
3605,16,35.0,1764.0,-0.72,33.7,95,26.3,68,6,16.1,4.7,23.0,50,0
1650,15,69.0,3493.0,0.0,60.8,101,34.5,65,7,6.4,1.5,0.999999999999988,70,0
19003,19,75.0,2696.0,0.0,24.7,93,48.2,81,7,6.4,4.8,173.0,60,7
1047,15,50.0,1830.0,-0.14,82.0,85,85.5,72,9,8.0,2.4,9.99999999999998,90,1
3660,16,64.0,1841.0,0.25,24.3,95,26.3,66,6,16.1,4.7,8.99999999999999,70,1
10968,16,54.0,1973.0,-0.24,82.0,89,81.6,76,5,16.1,0.0,34.0,70,0
836,15,66.0,2397.0,0.24,26.7,99,18.8,68,9,8.0,2.4,15.0,70,1
1274,15,77.0,2774.0,0.17,35.3,88,59.2,63,9,8.0,2.4,4.99999999999999,80,0
21697,16,54.0,1965.0,0.0,82.0,95,26.3,68,6,16.1,4.7,11.0,90,1
17033,19,86.0,2456.0,0.0,85.5,94,92.5,84,7,6.4,4.8,17.0,90,0
20743,20,43.0,1544.0,-1.88,14.9,91,22.7,84,18,8.0,0.0,229.0,70,1
8430,15,47.0,1730.0,-0.46,24.3,88,19.2,79,7,16.1,0.0,11.0,70,1
21131,20,22.0,2074.0,0.64,36.9,94,87.5,87,7,8.0,0.0,11.0,70,0
2419,15,54.0,1959.0,0.2,24.7,95,26.3,65,9,8.0,2.4,1.99999999999998,90,0
11514,16,0.0,1447.0,0.0,44.7,104,72.5,74,6,16.1,0.0,7.99999999999998,70,1
11038,16,60.0,3015.0,0.24,38.8,96,60.4,72,5,16.1,0.0,214.0,90,15
9689,15,48.0,2417.0,0.47,35.3,98,56.9,75,5,16.1,0.0,36.0,70,2
84,15,16.0,2840.0,0.53,34.1,104,47.1,69,9,16.1,2.4,8.99999999999999,70,0
1462,15,42.0,2226.0,0.65,80.4,81,81.6,65,9,8.0,2.4,83.0,90,9
19625,19,104.0,2968.0,0.0,65.5,94,89.8,88,7,6.4,4.8,20.0,90,1
8381,15,62.0,2234.0,0.24,39.2,96,67.5,78,7,16.1,0.0,7.99999999999998,70,1
18022,19,28.0,2167.0,1.36,54.5,92,92.5,85,7,6.4,0.0,83.0,90,3
866,15,81.0,2340.0,0.25,26.3,98,17.6,69,9,8.0,2.4,8.99999999999999,70,1
22612,15,99.0,2833.0,-0.2,17.6,91,24.3,105,18,3.2,8.0,7.99999999999998,90,0
979,15,69.0,2509.0,-0.25,58.8,101,77.6,68,9,8.0,2.4,27.0,80,1
2200,15,85.0,2441.0,-0.28,27.5,95,26.3,72,9,8.0,2.4,0.999999999999988,80,0
7474,14,0.0,904.0,0.0,22.0,97,23.5,73,5,16.1,0.0,69.0,70,4
11358,16,12.0,1900.0,1.71,59.6,96,79.6,69,6,16.1,0.0,12.0,70,0
3671,16,45.0,1596.0,-1.52,23.1,95,26.3,69,6,16.1,4.7,51.0,50,2
12553,15,103.0,2944.0,0.0,17.3,91,24.7,109,18,3.2,8.0,6.99999999999999,90,2
13407,15,70.0,2032.0,-0.41,15.7,91,22.0,102,18,3.2,8.0,9.99999999999998,60,0
7714,15,37.0,1852.0,-0.47,37.3,105,72.9,74,5,16.1,0.0,71.0,70,2
6619,14,17.0,2062.0,1.11,24.7,101,67.1,75,5,16.1,0.0,32.0,70,1
19858,19,115.0,3275.0,0.46,69.8,93,94.5,87,7,5.6,9.6,21.0,90,1
22174,15,82.0,2964.0,0.51,63.9,94,90.2,110,18,3.2,8.0,9.99999999999998,70,2
10173,15,17.0,1443.0,-1.39,29.4,90,37.3,71,5,16.1,0.0,80.0,70,3
4434,16,85.0,2430.0,0.0,82.0,95,26.3,64,6,16.1,4.7,4.99999999999999,90,0
22814,16,73.0,2665.0,0.13,18.8,92,36.9,98,7,8.0,8.0,12.0,90,0
9978,15,0.0,0.0,0.0,27.8,92,0.0,71,5,16.1,0.0,34.0,70,4
12788,15,100.0,2882.0,-0.17,64.3,94,90.2,100,7,8.0,0.0,5.99999999999998,90,0
17102,19,76.0,2173.0,-0.45,21.2,94,54.1,79,7,6.4,4.8,50.0,90,1
22735,15,96.0,2721.0,0.22,64.3,94,89.8,97,18,3.2,0.0,16.0,90,0
21507,16,83.0,2977.0,-0.26,39.6,95,26.3,66,6,16.1,4.7,9.99999999999998,50,0
3550,16,6.0,962.0,-1.58,23.5,95,26.3,63,6,16.1,4.7,14.0,50,0
13373,15,66.0,2406.0,0.0,16.9,91,22.0,102,18,3.2,8.0,40.0,70,1
10646,15,39.0,2052.0,0.0,39.2,101,73.7,69,5,16.1,0.0,40.0,70,1
5536,14,87.0,2496.0,-0.2,81.6,99,80.4,74,7,16.1,0.0,11.0,90,0
22140,19,81.0,2324.0,0.0,85.1,94,93.3,83,7,5.6,9.6,16.0,90,0
9461,15,0.0,903.0,0.0,21.6,101,22.4,73,5,16.1,0.0,47.0,70,5
20102,20,121.0,3447.0,0.23,72.2,94,91.0,88,7,8.0,0.0,2.99999999999999,90,1
251,15,86.0,2469.0,0.0,82.0,90,81.2,62,9,16.1,2.4,3.99999999999998,90,0
15272,16,66.0,1874.0,0.0,15.7,94,22.0,97,7,8.0,8.0,8.99999999999999,90,1
13268,15,37.0,1361.0,-0.68,14.1,92,22.4,100,18,3.2,8.0,16.0,80,2
10655,15,49.0,1820.0,0.0,38.8,101,41.6,68,5,16.1,0.0,33.0,70,1
18069,19,43.0,2077.0,0.16,77.6,95,91.4,85,7,6.4,0.0,0.999999999999988,70,0
22876,19,75.0,2721.0,0.22,70.2,94,89.0,81,7,6.4,4.8,134.0,90,10
2863,16,69.0,1972.0,0.0,82.0,95,26.3,66,6,16.1,1.3,4.99999999999999,90,0
5855,14,85.0,2448.0,-0.25,26.3,92,16.9,71,5,16.1,0.0,242.0,90,10
744,15,84.0,2412.0,0.0,26.3,97,17.6,64,9,8.0,2.4,5.99999999999998,90,0
15624,16,56.0,2053.0,-0.68,16.1,92,22.7,96,7,8.0,24.0,22.0,60,1
21952,15,74.0,2648.0,-0.13,31.0,92,83.1,104,18,3.2,8.0,0.999999999999988,90,0
17570,19,78.0,2769.0,0.0,67.1,92,89.4,85,7,6.4,0.0,9.99999999999998,80,2
5483,14,70.0,2532.0,0.69,82.0,102,80.8,76,7,16.1,0.0,12.0,70,0
19597,19,102.0,3642.0,-0.78,17.6,95,85.5,84,7,6.4,4.8,28.0,90,1
17239,19,93.0,3370.0,-0.46,18.8,92,25.9,85,7,6.4,4.8,18.0,70,0
16450,16,0.0,667.0,0.0,13.3,94,29.4,83,7,8.0,8.0,12.0,70,2
9439,15,29.0,1065.0,-0.49,20.4,100,17.6,79,5,16.1,0.0,48.0,70,5
12542,15,76.0,2753.0,-0.18,83.1,94,91.0,110,18,3.2,8.0,8.99999999999999,90,2
13075,15,56.0,2036.0,0.14,63.5,95,90.6,109,18,3.2,8.0,4.99999999999999,90,1
11521,16,0.0,1527.0,0.0,35.3,104,74.9,74,6,16.1,0.0,7.99999999999998,70,1
8864,15,44.0,2257.0,-0.46,26.3,86,18.4,74,7,16.1,0.0,73.0,70,4
15125,16,69.0,2008.0,-0.42,16.1,94,23.5,100,7,8.0,8.0,14.0,90,0
15085,16,105.0,2967.0,-0.13,16.9,92,22.4,96,7,8.0,8.0,21.0,90,1
13750,15,80.0,2302.0,0.25,50.6,93,78.4,92,18,3.2,0.0,17.0,70,1
22046,15,42.0,2161.0,-1.04,16.1,95,22.7,107,18,3.2,0.0,31.0,90,0
13489,15,58.0,2789.0,0.63,38.0,94,88.6,93,18,3.2,8.0,13.0,50,7
12240,15,88.0,2594.0,-0.91,16.9,94,23.5,96,18,3.2,0.0,40.0,80,1
5159,16,107.0,3075.0,0.2,28.6,95,26.3,62,6,16.1,4.7,13.0,70,1
13338,15,72.0,2608.0,-0.27,17.3,91,23.1,101,18,3.2,8.0,6.99999999999999,90,1
20719,20,66.0,1887.0,-0.4,15.7,92,22.0,80,18,8.0,0.0,26.0,80,4
76,15,1.99999999999999,893.0,0.5,20.4,103,22.7,67,9,16.1,2.4,8.99999999999999,70,0
10524,15,29.0,2453.0,-0.25,33.7,103,35.7,76,5,16.1,0.0,33.0,70,3
12471,15,56.0,2845.0,0.5,43.9,94,91.0,106,18,3.2,8.0,35.0,80,1
20250,20,97.0,2779.0,0.23,74.1,92,89.8,80,7,8.0,0.0,6.99999999999999,80,0
9546,15,21.0,1064.0,-0.57,23.5,103,23.5,75,5,16.1,0.0,89.0,70,6
2276,15,50.0,1798.0,0.0,82.0,95,26.3,69,9,8.0,2.4,8.99999999999999,70,2
14866,16,100.0,2869.0,-0.26,19.2,91,36.9,92,7,8.0,8.0,1.99999999999998,90,0
15275,16,68.0,1920.0,0.42,18.4,94,41.6,97,7,8.0,8.0,11.0,90,1
10102,15,23.0,1919.0,-0.16,47.8,102,72.2,71,5,16.1,0.0,41.0,70,2
14297,16,14.0,1181.0,-0.82,13.7,92,23.1,88,7,8.0,8.0,12.0,50,0
9115,15,0.0,902.0,0.0,21.2,101,23.1,77,5,16.1,0.0,67.0,70,2
12610,15,76.0,2755.0,0.13,61.2,93,89.4,106,18,3.2,8.0,0.0,90,0
5176,16,97.0,2807.0,0.22,29.0,95,26.3,61,6,16.1,4.7,16.0,90,1
4042,16,85.0,2451.0,-0.26,30.2,95,26.3,65,6,16.1,4.7,5.99999999999998,90,0
6237,14,41.0,2079.0,0.24,31.0,96,50.2,71,5,16.1,0.0,39.0,70,1
10400,15,13.0,2036.0,0.71,29.8,99,40.0,74,5,16.1,0.0,92.0,70,6
6516,14,21.0,1735.0,0.48,46.7,102,65.9,74,5,16.1,0.0,48.0,70,3
15927,16,82.0,2359.0,0.12,16.9,91,22.0,89,7,8.0,8.0,0.999999999999988,70,0
20983,20,98.0,2811.0,-0.61,17.6,91,22.7,81,7,8.0,0.0,14.0,90,1
963,15,55.0,1977.0,0.0,82.0,98,83.1,64,9,8.0,2.4,22.0,80,0
2980,16,79.0,2290.0,-0.54,40.8,95,26.3,70,6,16.1,4.7,8.99999999999999,70,1
3148,16,66.0,2394.0,-0.26,81.6,95,26.3,68,6,16.1,1.3,39.0,60,1
9436,15,39.0,1414.0,-0.33,22.4,100,17.6,76,5,16.1,0.0,51.0,70,5
1736,15,0.0,905.0,0.0,20.4,95,26.3,73,7,6.4,1.5,95.0,50,3
14608,16,76.0,2783.0,-0.0799999999999998,71.0,93,89.0,94,7,8.0,8.0,30.0,90,0
2828,16,71.0,2554.0,0.0,80.8,95,26.3,68,6,16.1,1.3,8.99999999999999,90,0
22836,15,91.0,2610.0,0.0,85.5,94,92.2,106,18,3.2,0.0,18.0,70,0
19045,19,68.0,3197.0,0.37,70.6,94,93.3,84,7,6.4,0.0,14.0,60,0
305,15,85.0,3076.0,0.0,82.0,91,86.7,67,9,16.1,2.4,15.0,90,1
22060,20,0.0,666.0,0.0,12.9,95,25.5,74,7,8.0,0.0,8.99999999999999,70,0
22172,15,63.0,2279.0,0.39,27.1,99,17.3,67,9,8.0,2.4,17.0,60,1
10441,15,15.0,1996.0,-0.24,26.3,103,20.8,74,5,16.1,0.0,92.0,70,8
17784,19,88.0,3212.0,-0.6,18.4,93,25.5,85,7,6.4,0.0,5.99999999999998,70,0
15063,16,104.0,2957.0,0.0,30.6,92,76.1,102,7,8.0,8.0,13.0,90,0
5992,14,70.0,2015.0,0.0,25.5,102,18.0,74,5,16.1,0.0,6.99999999999999,90,0
10360,15,49.0,2470.0,0.95,27.1,103,25.5,75,5,16.1,0.0,103.0,70,6
1700,15,2.99999999999999,1019.0,-0.25,22.7,94,26.7,71,7,6.4,1.5,94.0,50,3
11945,15,88.0,2558.0,-0.61,16.9,94,22.4,102,18,3.2,0.0,9.99999999999998,70,0
1656,15,64.0,2252.0,-1.59,25.9,97,17.3,66,9,16.1,2.4,8.99999999999999,70,0
18171,19,85.0,2418.0,-0.24,49.0,94,90.6,80,35,8.0,0.0,6.99999999999999,90,0
19059,19,70.0,2569.0,-0.71,61.2,94,89.4,84,7,6.4,0.0,14.0,70,0
18594,19,67.0,3157.0,0.51,18.0,95,24.7,85,7,6.4,0.0,102.0,90,3
21969,15,102.0,2887.0,0.26,17.3,91,25.9,106,18,3.2,8.0,9.99999999999998,70,1
4473,16,83.0,2375.0,-0.24,42.0,95,26.3,61,6,16.1,4.7,20.0,90,1
12638,15,58.0,2723.0,0.61,26.3,92,57.6,109,18,3.2,8.0,11.0,80,0
4150,16,3.99999999999999,1595.0,0.29,40.0,95,26.3,67,6,16.1,4.7,22.0,80,1
10709,15,63.0,2271.0,0.36,47.8,97,77.3,76,5,16.1,0.0,48.0,70,4
9865,15,6.0,1748.0,0.0,61.2,102,74.9,77,5,16.1,0.0,45.0,70,2
4575,16,88.0,3182.0,0.0,64.3,95,26.3,63,6,16.1,4.7,15.0,50,1
9470,15,16.0,2153.0,1.13,27.1,101,53.7,72,5,16.1,0.0,48.0,70,6
11667,16,23.0,1902.0,-0.55,24.7,102,18.8,70,6,16.1,0.0,8.99999999999999,70,1
8810,15,73.0,2643.0,-0.54,27.5,94,19.6,77,7,16.1,0.0,56.0,70,0
12105,15,76.0,2737.0,-0.26,54.1,94,81.6,92,18,3.2,0.0,3.99999999999998,90,0
2410,15,50.0,1827.0,-0.26,24.3,95,26.3,65,9,8.0,2.4,2.99999999999999,50,0
1204,15,65.0,2343.0,0.0,25.9,86,16.5,66,9,8.0,2.4,6.99999999999999,90,0
9931,15,48.0,2453.0,0.96,82.0,105,70.2,72,5,16.1,0.0,44.0,70,2
19367,19,74.0,2690.0,0.36,55.3,93,77.6,83,7,6.4,4.8,53.0,70,6
5750,14,70.0,2525.0,0.0,82.0,89,80.0,74,7,16.1,0.0,4.99999999999999,90,1
21999,15,13.0,913.0,-1.18,23.1,103,27.1,73,5,16.1,0.0,67.0,70,3
19599,19,98.0,3561.0,-0.46,71.8,94,98.4,84,7,6.4,4.8,28.0,90,2
2957,16,82.0,2943.0,0.16,27.8,95,26.3,65,6,16.1,1.3,3.99999999999998,80,0
2239,15,93.0,2678.0,-0.25,54.9,95,26.3,63,9,8.0,2.4,16.0,90,0
310,15,82.0,2365.0,-0.24,82.0,91,81.2,71,9,16.1,2.4,13.0,90,1
3492,16,73.0,2636.0,0.26,82.0,95,26.3,66,6,16.1,4.7,49.0,50,2
7056,14,17.0,1803.0,0.83,23.9,102,22.4,75,5,16.1,0.0,58.0,70,3
6184,14,36.0,1853.0,0.0,24.3,99,37.3,78,5,16.1,0.0,30.0,50,2
12915,15,79.0,2294.0,0.41,16.1,91,27.1,104,18,3.2,0.0,2.99999999999999,70,0
3848,16,64.0,2309.0,-0.25,82.0,95,26.3,65,6,16.1,4.7,29.0,90,0
11516,16,0.0,1785.0,0.0,24.3,104,18.4,74,6,16.1,0.0,7.99999999999998,70,1
8135,15,56.0,2066.0,-0.25,25.5,99,18.0,69,7,16.1,0.0,23.0,70,0
2710,16,54.0,2749.0,0.31,37.6,95,26.3,66,6,16.1,4.7,13.0,70,2
22990,15,97.0,2785.0,0.38,45.5,94,73.3,106,18,3.2,0.0,99.0,70,5
17178,19,51.0,1852.0,-0.73,15.7,92,22.0,84,7,6.4,4.8,99.0,70,6
12046,15,91.0,2622.0,-0.13,85.5,94,91.8,98,18,3.2,0.0,6.99999999999999,70,1
17429,19,110.0,3118.0,0.91,17.6,93,91.0,85,7,6.4,0.0,5.99999999999998,80,0
23099,15,104.0,2961.0,0.0,18.0,91,24.3,107,18,3.2,8.0,7.99999999999998,70,2
10165,15,35.0,2849.0,0.98,82.0,93,78.8,71,5,16.1,0.0,74.0,70,3
12865,15,42.0,1931.0,0.0,24.3,94,50.6,100,18,3.2,0.0,93.0,50,3
10425,15,6.0,1199.0,-0.47,23.5,102,21.6,74,5,16.1,0.0,95.0,70,8
20402,20,98.0,2894.0,-0.5,41.6,93,81.6,79,7,8.0,0.0,22.0,50,2
13154,15,103.0,2944.0,-0.28,18.8,91,27.8,96,18,3.2,8.0,20.0,80,0
4601,16,60.0,2170.0,0.0,82.0,95,26.3,63,6,16.1,4.7,22.0,50,2
7072,14,38.0,1943.0,-0.71,25.1,103,18.4,75,5,16.1,0.0,76.0,70,3
4740,16,92.0,2631.0,0.19,27.5,95,26.3,60,6,16.1,1.3,14.0,90,1
2173,15,61.0,2207.0,0.26,25.9,95,26.3,71,9,8.0,2.4,9.99999999999998,90,0
12748,15,91.0,2630.0,0.0,16.5,94,20.8,101,7,8.0,0.0,8.99999999999999,80,1
10093,15,5.0,1921.0,0.24,30.2,101,59.2,78,5,16.1,0.0,50.0,70,2
10528,15,35.0,2915.0,0.66,42.0,103,26.3,75,5,16.1,0.0,34.0,70,3
4381,16,105.0,3024.0,0.13,55.3,95,26.3,62,6,16.1,4.7,2.99999999999999,80,0
21714,15,23.0,926.0,-0.93,23.1,85,28.2,76,7,16.1,0.0,38.0,70,1
20161,20,93.0,2670.0,-0.23,17.6,91,23.9,81,7,8.0,0.0,5.99999999999998,90,1
3447,16,65.0,2382.0,0.0,30.2,95,26.3,63,6,16.1,4.7,22.0,50,2
20361,20,84.0,2403.0,0.18,16.9,91,22.7,79,7,8.0,0.0,25.0,70,1
1635,15,53.0,1934.0,-0.18,82.0,98,83.9,65,7,6.4,1.5,1.99999999999998,70,0
6256,14,16.0,913.0,-0.71,22.0,95,23.1,73,5,16.1,0.0,50.0,70,3
7172,14,0.0,898.0,0.0,21.6,105,22.4,80,5,16.1,0.0,64.0,70,3
15034,16,114.0,3239.0,0.14,60.4,92,92.5,93,7,8.0,8.0,5.99999999999998,90,0
20082,20,69.0,3306.0,0.7,85.5,91,99.2,87,7,8.0,0.0,1.99999999999998,90,0
2300,15,73.0,2626.0,0.53,82.0,95,26.3,69,9,8.0,2.4,3.99999999999998,90,1
1290,15,64.0,2302.0,0.23,82.0,93,81.6,67,9,8.0,2.4,0.999999999999988,80,0
14025,16,72.0,2608.0,-0.13,27.8,94,47.1,94,7,8.0,24.0,34.0,90,1
14022,16,72.0,2592.0,0.11,56.5,94,88.6,94,7,8.0,24.0,22.0,90,1
21828,15,66.0,2428.0,-0.77,26.3,83,16.9,65,9,8.0,2.4,17.0,90,0
3092,16,83.0,2405.0,-0.39,26.3,95,26.3,64,6,16.1,1.3,30.0,80,2
380,15,67.0,2415.0,0.14,82.0,92,80.4,69,9,16.1,2.4,3.99999999999998,90,0
21492,15,78.0,2857.0,-0.41,18.4,94,26.7,118,18,3.2,8.0,16.0,80,3
12457,15,66.0,2341.0,0.13,75.7,94,93.3,113,18,3.2,8.0,12.0,60,0
15106,16,80.0,2304.0,-0.23,34.1,92,85.1,89,7,8.0,8.0,4.99999999999999,90,0
11636,16,0.0,897.0,0.0,22.0,102,23.9,70,6,16.1,0.0,12.0,70,2
7580,15,31.0,1625.0,0.51,82.0,101,78.8,75,5,16.1,0.0,29.0,70,1
639,15,73.0,2099.0,0.0,25.5,86,18.8,66,7,8.0,0.0,16.0,90,1
19866,19,108.0,3069.0,0.13,29.8,92,90.2,88,7,5.6,9.6,21.0,90,1
10955,16,52.0,2642.0,-0.24,34.1,87,49.0,75,5,16.1,0.0,12.0,90,0
16057,16,103.0,2954.0,-0.13,18.0,91,23.9,98,7,8.0,8.0,16.0,90,1
5888,14,81.0,2315.0,0.26,25.9,96,16.5,78,5,16.1,0.0,31.0,70,2
2262,15,68.0,2462.0,-0.78,49.0,95,26.3,69,9,8.0,2.4,6.99999999999999,90,0
1500,15,71.0,2574.0,0.18,81.6,96,83.9,72,9,8.0,2.4,1.99999999999998,70,0
8974,15,57.0,2077.0,-0.23,25.5,92,18.0,75,7,16.1,0.0,62.0,70,3
16545,16,6.99999999999999,1017.0,-0.97,13.7,94,28.2,104,7,8.0,8.0,8.99999999999999,70,1
18916,19,72.0,2607.0,-0.41,17.3,94,23.5,85,7,6.4,0.0,30.0,90,2
22357,16,108.0,3099.0,0.0,28.6,78,15.3,75,5,16.1,0.0,17.0,90,1
3218,16,73.0,2646.0,-0.27,82.0,95,26.3,67,6,16.1,1.3,11.0,70,1
19811,19,81.0,3028.0,-0.91,55.7,94,88.6,80,7,5.6,9.6,30.0,90,1
6243,14,43.0,2172.0,0.25,25.9,96,18.0,73,5,16.1,0.0,33.0,70,1
21423,15,36.0,2644.0,0.21,18.4,94,28.2,107,18,3.2,8.0,83.0,90,9
6895,14,0.0,0.0,0.0,25.1,99,0.0,81,5,16.1,0.0,57.0,70,3
3237,16,71.0,2550.0,0.0,82.0,95,26.3,65,6,16.1,1.3,134.0,90,4
8681,15,0.0,894.0,0.0,21.6,90,23.1,68,7,16.1,0.0,30.0,70,0
23119,16,10.0,1516.0,0.4,14.5,92,28.6,102,7,8.0,8.0,48.0,70,2
9028,15,64.0,2317.0,0.5,36.5,98,58.0,72,5,16.1,0.0,42.0,70,0
3754,16,0.0,914.0,0.0,21.6,95,26.3,65,6,16.1,4.7,47.0,50,2
16613,18,0.0,675.0,0.0,12.9,95,24.7,76,7,4.0,8.8,8.99999999999999,70,0
22180,19,88.0,2545.0,0.0,85.5,94,91.4,81,7,6.4,4.8,5.99999999999998,90,0
13412,15,67.0,1907.0,0.27,15.7,91,22.0,98,18,3.2,8.0,15.0,70,3
15354,16,50.0,1436.0,-0.12,14.5,91,23.1,92,7,8.0,24.0,12.0,70,0
3882,16,66.0,2401.0,0.26,36.1,95,26.3,67,6,16.1,4.7,8.99999999999999,70,1
3798,16,9.0,1922.0,1.45,65.1,95,26.3,69,6,16.1,4.7,25.0,70,1
13032,15,67.0,2413.0,0.55,55.7,92,90.6,98,18,3.2,8.0,83.0,90,9
10749,15,47.0,2428.0,0.35,27.8,96,20.4,75,5,16.1,0.0,41.0,70,1
13961,16,68.0,2464.0,-0.13,56.1,94,89.4,93,7,8.0,24.0,30.0,70,1
15109,16,79.0,2261.0,-0.27,18.8,93,32.9,92,7,8.0,8.0,4.99999999999999,90,0
5985,14,66.0,1906.0,-0.12,25.1,101,18.8,74,5,16.1,0.0,8.99999999999999,90,1
2247,15,86.0,2461.0,-0.27,82.0,95,26.3,65,9,8.0,2.4,9.99999999999998,80,0
12862,15,40.0,1929.0,1.09,18.8,94,77.3,101,18,3.2,0.0,93.0,50,3
10665,15,55.0,1984.0,0.0,25.5,101,18.4,68,5,16.1,0.0,5.99999999999998,70,0
